CPUUtilization,DiskReadOps,DiskWriteOps,DiskReadBytes,DiskWriteBytes,NetworkIn,NetworkOut,NetworkPacketsIn,NetworkPacketsOut,anomaly
44.93714826186617,58.62672908249911,45.09982408277736,847475.1610142979,958816.588074005,555248.8980216251,407734.80166129384,296.68153439471683,295.0533122220175,0
31.096562888203046,47.18304358047865,50.22711152398207,1297921.8989345753,595551.4746106482,515953.6813952942,464801.979560246,321.251130908543,313.3195939234231,0
39.38223488831063,62.747867726046664,50.0742910585005,701889.9820974723,744348.1709275187,395030.8599091354,663043.8828358231,326.27736499820253,323.54105306676706,0
64.35799159355564,57.82046128901994,81.16995257378085,1145199.5402581473,1338084.0803200346,597703.4971230115,723577.2347895569,250.51694055486965,224.31420684927127,1
40.97847260456053,59.20570501791592,48.257746434784494,920411.3882983761,787561.8787111517,385428.6727202766,404610.0768773791,389.49554023622954,394.73438049059473,0
19.29728285673351,70.1543082274084,34.753110177499806,1080724.1527418392,825512.1096535748,488888.504865234,553364.9632411659,272.9901863701105,323.95794584776905,0
42.74806989881338,34.69164873812893,47.364193550941174,1064037.350722744,845794.0355567154,480291.0223364959,558350.9680485877,248.60220144876033,258.1476756846035,0
39.48232658261144,50.24815700732695,53.86079639294643,1470161.020341718,1021158.6636790156,615440.6777650377,629404.6100230302,249.94764032826663,297.4833328917776,1
43.21539891343021,51.60154595476097,62.215218450932866,737256.9857825127,1383785.8765461596,500415.23813311977,455407.8085559812,323.9516407140391,281.4520114468818,0
39.24389189208316,58.09021367142163,51.586525284081546,832848.5544411305,1227901.073914605,411391.8781298624,485672.9593094932,348.32106190975327,282.04424089387703,0
26.14166134684069,31.850818424941572,54.34344703759913,768966.8891111852,1073075.8218257644,426755.56427241594,556909.94112431,276.17864569564114,359.7829172857997,0
29.722434105122666,55.89852358530412,52.314025374196106,810730.842230743,812172.4902448537,503539.5198123638,323333.13938655274,287.1916589052842,349.71452628049985,0
32.382019673079675,61.97920227004525,30.60853750630117,1084976.4434229254,844197.2359782628,425711.9551760398,361989.1692746512,273.02170763996133,327.09776170323386,0
39.64661171322532,29.185347859207443,43.31009653241081,1073307.424272796,1075895.7428341983,548087.5541799667,680822.7501492525,262.2190197404746,319.77098693743426,0
28.875295618162625,33.3500578284897,31.997076437075705,1290999.3782427274,824051.3115505204,379424.75542261516,460522.5676722428,354.20752841466845,270.9686956264598,0
52.32096193791708,25.269883428275662,35.66494007356901,1239942.4735047382,975882.6795550501,440933.87875458243,583049.6159543341,265.2568860851565,341.0175614355296,0
38.22366256724324,26.243578005948702,78.28170145432209,1039557.7906783888,538493.3100855713,455389.07095882826,476661.7612933372,339.50643635233473,405.0562956792088,1
37.04707732349552,56.903050829772354,58.03914059530105,1048195.4450402355,1012103.8574525609,496638.41535115807,332447.35476117465,333.4544918823036,201.64098002502044,0
55.18226167286578,56.33826637217942,26.31901688593456,964771.8696763124,846776.9338705346,665374.5764792648,378453.0094550701,428.71634352651154,390.68958839838626,1
34.73616772597644,71.5671870736154,36.03720773110027,982665.3506654038,782950.3345178833,571029.5670991528,536114.3876209797,307.3250334930763,303.0889557609249,0
37.95812721061583,30.26274737707804,39.76041608270156,906365.9889352852,968583.7363949089,468199.47634158295,495784.86294771405,204.78431484785492,342.3885099232465,0
29.226395459269234,50.78132086029726,70.74847533989833,863906.4900473667,1175406.703075315,493535.739729325,483501.01306626364,333.07970445640063,190.22165271026248,0
37.18576473369644,54.57214841129851,59.00663807118073,958976.722555679,1030740.2354729244,481508.2015535912,347808.65367017686,244.65655413121934,347.63440405150425,0
46.45893581139179,28.844190854814595,30.18231842921856,934825.751668839,919191.9416702586,388790.9698837396,524718.831879351,304.569657026577,308.52824011568725,0
43.68418080433606,75.82826953446353,71.14999320879124,784021.3964146288,914228.5938191367,548639.85587073,407582.14425112447,312.83251429978384,258.17465489581656,0
37.63274354034456,43.50012535211361,69.13745929184644,926950.7497463061,1026468.0094048618,557770.5355390374,646387.0836316803,370.89770634091633,306.7701591773326,0
45.59581036056167,11.595733464581066,28.351305198170973,977132.912973188,1239463.2276098083,561549.2560339347,536218.1925146708,407.1857926911049,245.8454277590583,1
48.79225346229977,61.20300807571013,66.04626489993493,1057035.4534389037,1099936.2350171213,580442.5260892007,556794.3377614011,395.967601896066,330.81148346778286,0
38.635080511918254,22.220198322269194,51.30411975056421,938700.0256788171,853903.7463507999,376912.03408128396,548402.9289421246,350.4397067731943,264.929850308621,0
38.71575587311568,39.48572906524746,48.9993340630886,1046228.9966007572,1075481.2411571844,469716.2116817757,584068.2236181864,398.7472603299839,376.4441042543323,0
43.138204601791216,42.820407660113325,51.63333858805833,1045261.824210962,778404.2275037218,577195.2101974544,547872.1572419789,281.31673463016,252.1392360483532,0
34.51303787054523,28.107809262226716,24.32107537994739,870815.4321981749,1106398.4254023805,376324.02140763175,455364.81913407624,325.90701158173715,280.9547437196337,0
59.77844004955873,78.25009845599561,60.11205208704797,906447.0141481117,521353.6468074739,347533.64868916816,455289.81064076186,294.18343362969836,222.95826694450773,0
45.25655776093002,61.36998812047633,62.49227323363485,736375.7904396905,958420.2032280082,506545.99141594855,363631.56198420783,300.2203561176447,362.1483243061564,0
40.87835061305288,44.13214773489661,46.75305240191999,973702.2050996769,977030.5508884017,650206.8206642439,485980.9850170714,290.2573282452005,319.80358071422796,0
52.46080264737446,26.327769738433723,17.411676497403775,1152979.6122602792,1041455.7957099703,318548.34561444155,568217.8858340313,335.1988463387136,367.4124720987454,0
38.89987779433432,46.98074322966229,49.86505342401667,975117.041909036,819902.9597805281,366670.82065551827,604534.8566745789,395.58765004009325,302.20772901537276,0
52.62934238567065,63.14723392530207,50.352130999734875,804145.2914390429,942369.2594058125,468159.80480376247,491391.32190774416,241.2189766601317,272.69531211753207,0
50.7134821301599,33.496543429664584,72.33069864941561,1036591.2438601352,571617.5653962691,645688.8712879602,436902.3488053762,314.9344661091623,301.00390335073814,0
43.07692070191956,40.366177515145544,59.37642215977415,863105.710764963,1068574.8349386514,560719.1529495883,524058.29874800623,270.8099390401976,303.9954761531994,0
30.474529643851774,53.75189397449293,50.01078874057982,775159.514093512,993459.8687694494,593857.7506070514,583360.1606972293,250.93646258983335,286.8227550231327,0
47.236905429741654,50.08503709391624,59.925923659028,1175021.0252266985,891582.813946998,667247.1631741384,436987.0589556947,311.3030364697721,346.53729931545604,0
46.44397846563924,58.02111284954373,33.09697243638924,968653.7178206822,1042112.9551542554,385881.9493534073,324044.3478688696,363.3724484437922,325.3242199420237,0
44.22508836357387,47.33269453026306,77.50472280971037,1234274.8034702875,959984.4152461874,511350.07305279764,534668.3206863618,309.33837824776435,355.4255981764852,0
49.52399017696581,31.92938120867842,43.68044096231809,872336.6202008221,1004838.7848045593,554136.8311555604,398693.0751767741,282.8708892986967,274.15238210824555,0
16.327444656841713,49.405724580368044,31.680658834038713,739839.1529061772,1150328.6292642355,561833.7631505199,447463.5337612651,354.1548943486614,276.7039096356855,0
43.88027059396752,54.3933320036939,71.90878677615947,1276801.428215837,1261725.62266752,571815.7515259172,473965.9376260429,298.4811641079057,278.3103277941569,0
42.859602276506806,49.93318032086389,33.32013047901779,1189545.24679745,897873.4329408242,416527.86269885977,484306.29716164444,337.86019301359,338.5114207354602,0
26.033576165691095,44.34050691145213,37.70237466603393,943069.905300016,641994.8857452783,510584.6409223135,551052.4517901695,329.22540654422045,270.8089493239577,0
48.57695959901495,30.312341771637104,51.64889651967908,718288.6482948672,1145698.1078641233,609195.7839446766,420649.48938251357,277.5083395385206,410.3181387592309,1
48.31890728305679,64.7519208392555,54.398179111124435,746173.2447227909,1295987.3623513721,560288.1921324355,436889.28880137036,304.89891182315637,364.052732568236,0
46.235664818101995,52.11012921265004,52.95044276267487,828772.5052672442,758999.7602719987,531370.7994641747,579798.0646560929,259.32480673201496,311.9495277008406,0
45.99882661403807,42.05627860830747,48.43637358893656,719686.5511188952,1229626.3231334498,311861.65968991746,368735.39321468293,390.9845156291344,337.2808848388691,0
37.54210189285248,51.11164519195322,50.274488987534845,1105490.7326400434,1177124.7392913443,410464.2513472885,552531.566877827,295.0173385152782,344.04242000389326,0
50.31058445553527,47.828388177727035,42.446987099213175,927541.5151294111,1052289.6600827232,581915.5091495415,428404.8751968238,368.7929047473944,234.95106089178924,0
32.4408144802717,54.56117372903779,41.156294820891986,1404668.2775100532,1202417.4247620841,665614.9510223888,366441.7711702248,331.8998357526974,272.91640267034285,1
39.96424566218774,20.11067051251016,61.70019394853136,995595.8996124725,666417.7482564563,499982.52800034254,420921.5862525093,244.19802141156572,317.3530684899538,0
41.57199528370469,28.185887605838886,47.822962593154486,633660.5631524966,1121093.767802431,525104.2640539197,424805.3117770703,364.6106557207877,323.2028355863027,0
34.386829327689796,41.13988833415424,42.74898033050186,899303.3700695718,845478.2779912909,496944.87108042615,524954.3153999024,382.26499933212915,260.9938857835449,0
32.32077859548605,27.94392372497811,55.88383589267592,1033797.0087403683,977113.6491376263,524551.1475387276,500114.80202963913,223.47513592092653,381.8991173681018,0
32.35295656734578,68.27138316585918,65.29602921119573,650474.6841913329,955186.101348928,613721.1759716185,323201.8940779704,347.9915710179606,400.1326038111103,1
52.01933911214225,51.577647130750854,62.830912488666954,1049116.8667233936,919582.5672718837,666920.1035929736,467983.40466938005,306.8635900052781,343.44405657023606,0
40.94872396500373,56.21886706580837,36.73759312457969,1302227.4506073939,1140297.246803395,457113.86840898014,435041.32877690037,364.23982500389445,324.72349112036187,0
39.55220991702938,58.33625029662474,58.041204400417236,966207.5891195558,670096.3242173513,513032.66215189494,609294.4148332682,345.9854407538955,286.4318987959807,0
45.187800466331964,32.54581563957583,55.92098086427173,1182267.5145146716,1099093.9182170734,424499.5130625407,598534.9193961768,270.16788440950165,344.7334688802447,0
44.18600694314717,69.6304789028589,30.957902571333687,998637.0857133181,1104825.5346101709,552592.8922489899,507597.11711218214,237.75755782959686,325.22935563759034,0
39.675957120364096,22.11443791249995,62.894462005391304,1012450.4881389219,942452.1690722255,482929.20697899145,599950.6326527237,311.3878032901271,354.6120654523228,0
28.27025443252164,37.04487185903994,38.17028396759109,1308626.0579672176,1424615.8622161213,275327.28494611295,494773.46558517066,358.2700839924671,227.9359240363821,1
40.56473222560818,68.44071833922483,41.39518294463401,1238759.1024262803,1339255.6962313408,458920.2757742321,504661.7024980606,354.77481549339456,251.3464422426967,0
51.76131486990754,59.46012557590025,71.53869515474473,918384.3303548829,887976.2575524382,489348.79653129104,546852.8874000509,357.26983791594967,349.36366621418415,0
45.723759114675104,56.73266571268946,40.406454357442534,766511.9169870514,951189.7634566631,269628.4542896479,573357.5018132303,192.95279475305557,380.4360169194892,0
38.02347385110327,59.71263411379931,78.9040063231145,1102412.1427689854,962637.5345883251,649460.4113461785,550106.1725502021,274.5121319638269,323.4903329562107,0
33.03486863451985,67.02851322654477,53.96495126399524,798232.6210377833,941069.4748779911,600561.3147456018,665814.5738537317,305.4052733174663,221.85705370186707,0
51.09171100523629,58.00937460015371,31.485303457026188,962471.9375904506,764083.9421891934,382639.3723023347,540747.7880799316,219.49866883484606,359.2233228875285,0
26.88690921281693,49.64735215061848,29.068547758405316,690779.454325699,914699.7732968607,420323.01478713634,531643.0643580655,342.7074503611451,329.0848768875522,0
44.77464546091098,71.09898022141174,83.84461842247995,895293.2236783965,532266.0898386334,443072.7789310625,605538.2309306558,264.14743656639075,325.65762960967726,1
41.336595004593285,76.58834680281161,45.94800064232426,1351270.3025015246,986932.7120533109,451695.8705070696,637088.2454953084,282.4247322474532,253.19976128614184,0
37.05841074044932,34.346251352819536,40.00017846501703,874985.7287936623,662984.6320014109,602352.9867675108,368873.19564961334,290.4240581826016,335.2617395098396,0
40.19358616847051,48.13383844335688,28.200671777110433,861447.5779130615,1211496.6211414996,467714.7671328944,693210.3019531206,375.9830894703574,305.4838183089195,0
33.576698803093564,30.002697805642665,43.016916841261605,850965.517942687,527287.9279979131,258194.6035673559,362286.47491170594,351.1589680870514,244.58438748100968,0
42.99660132819053,37.22950725807955,26.0341104893828,1187219.04364623,906714.7239836607,617519.0039933693,350960.07628365455,264.9049510347899,236.4715948421623,0
41.579925090397516,21.927636804087697,40.26129428707007,824306.3590337723,978600.2052783236,763703.5171442793,507099.2569119603,319.2143400295195,183.3036552444181,1
33.175627500373785,41.81879794383425,26.391320374149778,1031557.6573473894,1003028.3085234957,444177.3060713133,388684.96961197036,189.57605078643178,331.9963660167821,0
43.33519596436957,53.04134227498912,66.77622322319996,1059056.0156746602,943569.6854384411,357432.96790294885,464537.7690576495,294.93286835787825,353.2286144137923,0
42.79488242526526,62.509954573681,33.158211783105294,701308.0235193337,970506.8830622904,437679.32023574715,627263.2007378691,245.95102274002045,350.0855883176729,0
58.245857014927616,53.59628483875796,42.971005510636544,956382.9763149385,1029460.6283877824,512433.5405791679,452693.4772932798,402.58195054384004,391.1665121017596,1
39.63315879576373,59.26186951508586,59.23848626032291,842098.7481277067,939693.5591925667,599725.6763826588,414111.6880223528,216.07044973224777,302.3346133081339,0
46.54218143203309,60.18679278282302,45.406489851098506,926874.4661841843,1102369.7440738974,425370.90391441534,390016.3777427636,251.65331203770734,308.6684885081115,0
40.14111710487558,35.24844460169808,46.404635348423106,1026136.0327308938,1305893.555487185,350172.5017860604,531688.7345313051,323.3480502414298,262.41759608401344,0
18.26033848338257,54.06192932520817,54.188672530817875,1132391.5861130778,1199575.922575644,507610.5514549454,433091.8741105243,187.0493106052927,383.6455024425148,0
24.518120489957532,31.03673809723712,64.45953848547873,1209803.6871845785,862541.3322020175,378264.2846239823,640049.1276711851,303.0055651718545,334.6447846087166,0
38.850503916515656,54.815696266151875,57.89936565909931,995138.4600225457,1280126.3891229958,517518.18317536573,421523.3810766328,358.4530652226044,306.52122223820885,0
35.09514062452245,56.17871718240016,62.66212385165106,1066320.6160173814,1458251.2279140935,485843.3952901489,438479.1828417344,308.570761260103,240.2445479300127,1
36.194728682950405,49.705807591316365,45.788751257165,1041433.9942336112,1034531.4020246553,615791.5026128979,591037.153606013,309.07013133422976,337.84103268151205,0
30.98827742649657,76.09530977015274,27.918115911761973,1501651.5849482003,1068389.913866385,441583.53904340346,505833.6452421784,183.8624462558313,327.4471382739482,1
34.50005218111687,37.11034552316501,62.963589063069456,1283661.9327033826,953138.1529160143,510447.69480812777,336570.1744049507,314.1979544659519,288.46806764777244,0
31.124150094292027,48.459043481223276,68.58772879511949,949594.7257026057,1023593.6884336103,595223.4636106313,552678.6703559186,252.18315618271544,253.88541869364553,0
36.01949811201114,44.950383634658756,42.593031941897166,1288271.2658825282,765795.2133886431,487962.1644546389,397234.05689672177,417.26052401720733,324.2195366687733,1
44.34442141976332,51.032868892118834,52.99645997201799,1183223.803727867,1001168.6919272966,299759.3953865673,468549.8209779301,343.57506359008744,310.3230111595183,0
43.28838737577033,45.023527573123125,69.13470156057525,1108661.1813267549,690669.1227484134,500168.38017060206,350210.9032626189,269.5148721298105,351.7678060425792,0
34.175114433009654,70.7955379781006,48.02302485828784,935249.7868274734,940266.9794501963,673563.2520607532,496487.8114059058,164.87356397792604,272.1174017358521,0
36.402074330480026,61.38719985430441,62.68495920496368,1097622.7741679854,806699.36124736,529096.0758789163,473439.00591793674,275.8991431169753,243.37101647206566,0
45.316129868246186,56.75047078005663,53.84386328203041,728753.3248178356,1182295.9395521523,482491.1921780292,605710.0894834194,279.28850875524984,300.98741908316055,0
36.95394152265343,60.60683245277508,26.57863614947546,1102910.2308376757,1049893.2173888618,530573.5589303666,474938.8772818908,325.41534021434273,305.3114500226341,0
35.12885368174094,46.15466305094928,44.11632747843592,1068962.0997888255,968034.1697293491,441672.0131453245,373033.43090811,308.99446361249494,291.93650621128234,0
36.8023192895816,56.859278261673325,65.93306654620395,977402.397146828,945502.279311934,670064.6504087937,424512.37739414803,266.7251086025102,298.8305044673292,0
29.856515291001365,41.45967892391917,23.52719064884547,961493.4753446216,936084.7466424871,402187.3518713252,645958.643733374,361.38593534935126,367.32362689257445,0
53.619050199776495,49.40567557444479,75.71963141177702,789797.215207109,1032734.1689048812,493903.7501644598,600590.9763496676,269.5077630112925,329.91341602856676,0
20.54285971123432,35.18119616015761,45.486976858579865,1020329.1877812454,935570.2756725198,532532.7577981289,431349.1296351666,288.0284267726821,291.9541278556544,0
23.70560187891849,19.087074996673813,49.407704996272535,1086852.3064579607,1150895.2078868186,515309.089374964,378401.38254516566,298.4170967529519,293.5896095953209,0
54.59289487695108,31.5885264044637,73.08106771037556,771953.4935572739,937503.990040082,372486.21953416656,367880.67439415236,320.46198339647515,349.8494739610711,0
56.96526880171771,56.139299066437225,70.30430592916551,887322.3092541291,1031699.432074887,416450.0819949776,614219.6527454357,359.1511265585555,261.3597821448783,0
36.13285597078721,23.694400917144133,52.655208667683596,1094031.3661022405,647265.4328211052,428884.93807984685,476131.83792068297,321.3376024846376,316.69482882087385,0
23.401786370315687,51.58652821646555,60.92164639010406,937464.7657376584,943200.8667653131,345630.99719279015,421928.1431577162,347.81996039277817,271.06756051011223,0
43.306930552885106,34.01454576834949,40.75657112574528,1177536.7156440457,1013023.5219328823,402976.1563484744,477470.9744582805,314.4553556484373,327.9715478702769,0
26.850536913681328,46.001613440109736,63.32367433359786,787429.9975092121,1019827.4470597581,503943.36741655483,349842.6282567423,328.6449671854487,338.3996131233657,0
30.618086972451053,29.82894021998463,62.914134129686445,795457.4112872746,806541.4388039045,368805.5450548044,548474.7077265669,335.8355724041646,322.2124597801841,0
33.19839930582782,32.9032530647886,45.99640638785814,1287539.9739430572,1200395.5421354943,373847.88602068165,518731.91471393104,334.5862466552018,321.36670775713895,0
24.575886623453584,22.63395859090947,50.640576952360625,896904.5736387208,1097950.1267162468,329366.92662977683,490892.3278759819,316.06694195077785,244.84182984468148,0
39.47167526448931,53.39526167227439,36.11995820780472,1003626.558851353,639476.9771074734,356939.45439670177,481966.0953483344,238.69161269770026,293.59434500585104,0
41.17467672689786,29.037774673984245,31.107835809712594,643101.380713583,1077442.8477091035,392766.7002823242,503605.29024021974,363.15042719987264,284.95736483649364,0
43.96119526237397,66.45717329298836,51.69758499415486,1274611.690505892,1568707.52044238,541046.676975173,613596.4347656338,381.0194316348889,315.29885804481444,1
55.23893083306046,69.45718058366076,51.24347375288452,700932.6701492956,650250.0119002125,451704.9862197342,533129.5711621424,217.843642970068,360.3143854336864,0
42.98118440321424,54.765324459260285,57.50811384032697,1112896.7967383675,1217327.4568618217,430379.11777982896,721865.4753542969,287.76249259275306,342.3456618802832,1
29.135387334474878,37.04284038742053,80.86326379589528,1119539.731151222,929753.7339256051,544956.9740585894,618602.8838551868,326.580745025478,303.6472822703365,1
27.9338634633693,49.84434477032255,78.42668251043595,1300546.831428934,1251848.2189150553,420811.09653783945,414141.9914101859,313.10587584263266,311.8160400426418,0
57.520144355991405,30.943036272236508,70.37972523222432,748527.0870260085,849159.4158462675,402116.0147639157,567743.6452215957,340.23320848391194,290.2029217212993,0
42.65936439107921,59.1171151942047,77.54086003119896,1169482.3188343374,928796.3422745569,527557.7273184062,282492.651736664,287.38423379770535,285.30943579953674,0
48.59920898438993,72.24668937030378,57.89889454364403,1386107.958463051,593486.6238502604,453277.1152569868,367997.8210012993,186.91025540399625,344.97163529049647,0
29.738611707398043,57.55262218442514,72.23334206336912,772765.0129470277,1051915.1212182667,475085.2648373274,499074.5576074259,362.0734701869812,367.0765309798388,0
19.265827318040426,67.97883457190986,44.60843201591151,855494.2812335305,1350148.7844036988,397173.448203749,604308.3849413184,324.63981969467295,339.94900547711,0
53.12816903628901,50.130231635351954,49.33707568180975,1113545.629346775,1035071.9639447983,548325.3216602062,458801.91257439856,273.7098604733963,290.0138928146707,0
48.82571306228217,49.37593894533181,47.97349995842363,877108.0423102194,663924.5808994973,759756.5831499486,608660.2004171286,361.7286817258337,226.05162611318255,1
31.53717713042824,63.68836911154875,35.15190689803189,1054398.6832996674,1267604.1099549397,392859.3750866286,543304.2141601242,295.4535889364893,253.11020189072272,0
50.548268392456464,46.23142338101594,84.5834125694262,1069442.5699954014,937553.003362692,180728.54924028268,422609.5877618433,229.48983835883254,266.6252804020724,1
32.6518828380492,16.440346184953825,49.86401595148586,1206398.6134705546,669825.5200306294,439174.31580989255,566974.3828800797,248.00982787164867,390.4362500929154,0
22.13550683241888,47.4719364568097,67.63907217115091,768046.1424096314,539653.9205572077,424382.8093837044,412582.3761118717,215.36632935118078,389.6245445719001,0
57.12180614545459,49.67533304272688,23.74159911961641,962102.652325124,858921.294662027,597999.032601214,419254.0570774864,303.4530527113515,427.0344643782837,1
30.781159816853727,37.52249187309236,31.151875550767134,1350846.4271813314,1187361.5536428597,502613.81710994465,369549.356020362,301.5525818621427,185.78583429525526,0
37.546452799082715,32.904003256493354,37.80374856339286,780739.7500238405,1140310.0600032792,409500.9371884407,440243.7028401024,311.17470657237084,329.14256411487077,0
58.03854454643469,47.7973402019085,47.431958956959996,883693.4174511126,1072768.9475164905,493696.52138130233,417374.8051247198,321.7227681181992,327.0181664900269,0
59.8326201397879,71.3773883765718,68.55774749343782,848656.0405254562,829218.1392678878,517227.84243243764,221316.84470684762,226.39223181534908,243.88041719012665,0
24.481095246639697,41.66572005092533,83.1758087142871,1091324.4649241637,1162677.27602193,457657.7682948763,430263.02840102126,273.74057639447625,353.9397613252398,1
32.82118986626998,49.87095427639649,77.51973083355603,1083444.26180809,1143989.0951331852,612535.6388806868,449105.7694434067,272.38082324401523,249.6098866169146,0
27.389040223493023,44.89033121600451,63.760588149928736,805163.1851131963,654093.4893619271,297810.578148598,441217.8025859754,291.008359815748,347.11574627629795,0
45.50226286176213,49.606599711245586,83.83694048771669,1781159.7447832418,1352685.474059299,421866.0169932699,432967.27338310913,343.79934437966654,301.3147717650379,1
31.844738876569465,67.16696994029931,38.738620023828936,1085860.6671950326,1245943.6167850692,698586.3896236871,470826.7394418912,179.97250869871425,242.2087624118588,0
